1510652632	41.81
1510652632	71.36
1510652632	63.57
1510652632	89.19
1510652632	68.86
1510652632	44.61
1510652632	53.72
1510652632	50.08
1510652632	52.64
1510652632	82.17
1510652632	92.19
1510652632	40.93
1510652632	44.34
1510652632	64.34
1510652632	86.23
1510652632	42.43
1510652632	47.39
1510652632	51.83
1510652632	70.27
1510652632	79.91
1510652632	40.70
1510652632	46.35
1510652632	64.36
1510652632	80.52
1510652632	96.37
1510652632	67.26
1510652632	88.63
1510652632	66.55
1510652632	50.00
1510652632	40.41
1510652632	91.02
1510652632	93.57
1510652632	69.60
1510652632	43.76
1510652632	90.13
1510652632	87.31
1510652632	98.21
1510652632	91.29
1510652632	67.65
1510652632	96.21
1510652632	88.72
1510652632	59.01
1510652632	55.82
1510652632	99.11
1510652632	84.28
1510652632	71.65
1510652632	82.75
1510652632	60.85
1510652632	81.20
1510652632	90.01
1510652632	59.18
1510652632	40.21
1510652632	86.25
1510652632	93.96
1510652632	75.43
1510652632	75.33
1510652632	77.54
1510652632	75.34
1510652632	69.17
1510652632	84.38
1510652632	93.70
1510652632	85.02
1510652632	77.89
1510652632	85.85
1510652632	66.09
1510652632	93.84
1510652632	57.85
1510652632	63.61
1510652632	44.93
1510652632	87.42
1510652632	68.89
1510652632	61.48
1510652632	77.98
1510652632	67.76
1510652632	70.98
1510652632	96.25
1510652632	59.01
1510652632	47.20
1510652632	58.89
1510652632	76.18
1510652632	76.19
1510652632	48.81
1510652632	91.78
1510652632	40.83
1510652632	79.52
1510652632	89.37
1510652632	68.16
1510652632	94.07
1510652632	91.99
1510652632	51.36
1510652632	95.68
1510652632	62.55
1510652632	73.82
1510652632	56.92
1510652632	61.47
1510652632	93.21
1510652632	93.58
1510652632	55.79
1510652632	43.34
1510652632	44.38
1510652632	43.29
1510652643	41.59
1510652643	43.71
1510652643	72.23
1510652643	43.95
1510652643	47.88
1510652643	45.45
1510652643	86.02
1510652643	85.90
1510652643	52.42
1510652643	83.21
1510652643	54.69
1510652643	93.93
1510652643	51.66
1510652643	69.15
1510652643	98.39
1510652643	53.94
1510652643	76.91
1510652643	54.32
1510652643	48.71
1510652643	81.33
1510652643	91.92
1510652643	82.12
1510652643	94.46
1510652643	90.99
1510652643	78.37
1510652643	68.84
1510652643	40.52
1510652643	42.14
1510652643	60.09
